key,trinomial,dcterms:coverage_temporal,artifact,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,count,lat,long
3421,41UV33,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,22,29.5879,-99.738387
3422,41UV349,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,23,,
3423,41UV349,Prehistoric,,,12550 BC,1690 AD,,,23,,
3424,41UV371,Prehistoric,,,12550 BC,1690 AD,,,6,29.490647,-99.782116
3425,41UV4,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,5,29.429298,-99.886905
3426,41UV4,Middle Archaic Period,,,3599 BC,2299 BC,,http://n2t.net/ark:/99152/p0qkjhb529j,4,29.429298,-99.886905
3427,41UV4,Uvalde ,,,299 BC,200 AD,,http://n2t.net/ark:/99152/p0bw9m853bn,2,29.429298,-99.886905
3428,41UV4,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,1,29.429298,-99.886905
3429,41UV4,Early Archaic Period,,,6499 BC,3599 BC,,http://n2t.net/ark:/99152/p0qkjhb4hmc,1,29.429298,-99.886905
3430,41UV42,Prehistoric,,,12550 BC,1690 AD,,,2,29.578038,-99.7243
3431,41UV442,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.585464,-99.728144
3432,41UV442,Prehistoric,,,12550 BC,1690 AD,,,3,29.585464,-99.728144
3433,41UV446,Prehistoric,,,12550 BC,1690 AD,,,9,29.487271,-99.780984
3434,41UV447,Prehistoric,,,12550 BC,1690 AD,,,7,29.501188,-99.781664
3435,41UV449,Prehistoric,,,12550 BC,1690 AD,,,14,29.604917,-99.733797
3436,41UV449,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,29.604917,-99.733797
3437,41UV466,Prehistoric,,,12550 BC,1690 AD,,,29,29.582046,-99.739076
3438,41UV466,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,29,29.582046,-99.739076
3439,41UV466,,Edwards Point,,850 AD,1150 AD,,,29,29.582046,-99.739076
3440,41UV466,Late Paleoindian,,,8050 BC,6050 BC,,http://n2t.net/ark:/99152/p0m448vm427,29,29.582046,-99.739076
3441,41UV466,,Angostura Point,,8050 BC,6050 BC,,,29,29.582046,-99.739076
3442,41UV466,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,29,29.582046,-99.739076
3443,41UV466,Paleoindian period,,,9550 BC,6850 BC,,http://n2t.net/ark:/99152/p07fthdqd8t,29,29.582046,-99.739076
3444,41UV467,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,20,29.584655,-99.748375
3445,41UV467,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,29.584655,-99.748375
3446,41UV467,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,20,29.584655,-99.748375
3447,41UV468,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,22,29.603935,-99.735084
3448,41UV468,Prehistoric,,,12550 BC,1690 AD,,,22,29.603935,-99.735084
3449,41UV469,Prehistoric,,,12550 BC,1690 AD,,,16,29.594433,-99.74624
3450,41UV469,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,29.594433,-99.74624
3451,41UV47,Late Prehistoric,,,630 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448vvmv7,2,29.295151,-99.773364
3452,41UV470,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,29.591045,-99.745224
3453,41UV470,Prehistoric,,,12550 BC,1690 AD,,,20,29.591045,-99.745224
3454,41UV471,Prehistoric,,,12550 BC,1690 AD,,,22,29.605329,-99.731005
3455,41UV471,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,21,29.605329,-99.731005
3456,41UV471,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,21,29.605329,-99.731005
3457,41UV472,Late Historic,,,1800 AD,1900 AD,1950 AD,http://n2t.net/ark:/99152/p07fthdfh68,17,29.5893,-99.745737
3458,41UV472,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,17,29.5893,-99.745737
3459,41UV472,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,17,29.5893,-99.745737
3460,41UV472,Prehistoric,,,12550 BC,1690 AD,,,17,29.5893,-99.745737
3461,41UV473,Prehistoric,,,12550 BC,1690 AD,,,15,29.585212,-99.737685
3462,41UV473,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,15,29.585212,-99.737685
3463,41UV474,Prehistoric,,,12550 BC,1690 AD,,,21,29.58886,-99.742213
3464,41UV474,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,21,29.58886,-99.742213
3465,41UV475,Prehistoric,,,12550 BC,1690 AD,,,35,29.594025,-99.744925
3466,41UV475,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,35,29.594025,-99.744925
3467,41UV48,Late Prehistoric,,,630 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448vvmv7,2,29.310267,-99.770419
3468,41UV481,Prehistoric,,,12550 BC,1690 AD,,,10,29.361903,-99.582941
3469,41UV482,Prehistoric,,,12550 BC,1690 AD,,,7,29.316337,-99.63852
3470,41UV484,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,29.278901,-99.547995
3471,41UV484,Prehistoric,,,12550 BC,1690 AD,,,9,29.278901,-99.547995
3472,41UV485,Prehistoric,,,12550 BC,1690 AD,,,5,29.235762,-99.678226
3473,41UV486,Prehistoric,,,12550 BC,1690 AD,,,8,29.236371,-99.675153
3474,41UV491,Prehistoric,,,12550 BC,1690 AD,,,1,29.225229,-99.70447
3475,41UV492,Prehistoric,,,12550 BC,1690 AD,,,10,29.201329,-99.83645
3476,41UV493,Prehistoric,,,12550 BC,1690 AD,,,11,29.206829,-99.834331
3477,41UV494,Prehistoric,,,12550 BC,1690 AD,,,10,29.203362,-99.833151
3478,41UV499,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.189253,-100.027053
3479,41UV501,Prehistoric,,,12550 BC,1690 AD,,,13,29.199775,-100.037701
3480,41UV502,Prehistoric,,,12550 BC,1690 AD,,,10,29.194626,-100.032425
3481,41UV503,Prehistoric,,,12550 BC,1690 AD,,,11,29.193106,-100.030589
3482,41UV60,Prehistoric,,,12550 BC,1690 AD,,,1,29.124831,-99.88759
3483,41UV60,Uvalde ,,,299 BC,200 AD,,http://n2t.net/ark:/99152/p0bw9m853bn,4,29.124831,-99.88759
3484,41UV60,,Kinney Point,,1050 BC,50 BC,,,2,29.124831,-99.88759
3485,41UV60,Round Rock ,,,1449 BC,649 BC,,http://n2t.net/ark:/99152/p0bw9m8t4k7,2,29.124831,-99.88759
3486,41UV60,,Bulverde Point,,3050 BC,1550 BC,,,2,29.124831,-99.88759
3487,41UV64,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.222285,-99.806429
3488,41UV68,Prehistoric,,,12550 BC,1690 AD,,,108,29.21642,-99.800149
3489,41UV68,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,108,29.21642,-99.800149
3490,41UV68,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,103,29.21642,-99.800149
3491,41UV68,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,108,29.21642,-99.800149
3492,41UV68,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,95,29.21642,-99.800149
3493,41UV71,Prehistoric,,,12550 BC,1690 AD,,,9,29.592848,-99.737335
3494,41UV72,Prehistoric,,,12550 BC,1690 AD,,,3,29.596856,-99.730548
3495,41UV73,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,27,29.603459,-99.737869
3496,41UV73,Prehistoric,,,12550 BC,1690 AD,,,27,29.603459,-99.737869
3497,41UV73,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,27,29.603459,-99.737869
3498,41UV73,Early Archaic Period,,,6499 BC,3599 BC,,http://n2t.net/ark:/99152/p0qkjhb4hmc,27,29.603459,-99.737869
3499,41UV86,Late Paleoindian,,,8050 BC,6050 BC,,http://n2t.net/ark:/99152/p0m448vm427,9,29.566857,-99.842094
3500,41UV86,Prehistoric,,,12550 BC,1690 AD,,,43,29.566857,-99.842094
3501,41UV86,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,44,29.566857,-99.842094
3502,41UV86,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,39,29.566857,-99.842094
3503,41UV86,Uvalde ,,,299 BC,200 AD,,http://n2t.net/ark:/99152/p0bw9m853bn,4,29.566857,-99.842094
3504,41UV86,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,18,29.566857,-99.842094
3505,41UV88,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,17,29.576848,-99.844727
3506,41UV88,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,17,29.576848,-99.844727
3507,41UV88,Paleoindian period,,,9550 BC,6850 BC,,http://n2t.net/ark:/99152/p07fthdqd8t,9,29.576848,-99.844727
3508,41UV88,Prehistoric,,,12550 BC,1690 AD,,,9,29.576848,-99.844727
3509,41UV88,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,3,29.576848,-99.844727
3510,41UV9,Prehistoric,,,12550 BC,1690 AD,,,35,29.590592,-99.735782
3511,41UV9,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,35,29.590592,-99.735782
3512,41VV1056,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.941266,-100.933026
3513,41VV1056,Early Archaic,,,6550 BC,2650 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,4,29.941266,-100.933026
3514,41VV1056,Middle Archaic,,,2650 BC,300 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,4,29.941266,-100.933026
3515,41VV1080,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.915083,-100.951452
3516,41VV1087,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.912397,-100.960357
3517,41VV1088,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,29.910257,-100.961672
3518,41VV1100,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.936174,-100.886614
3519,41VV1145,Prehistoric,,,12550 BC,1690 AD,,,8,29.908216,-100.94236
3520,41VV1145,,Frio Dart,,250 BC,550 AD,,,8,29.908216,-100.94236
3521,41VV1154,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.936933,-100.96607
3522,41VV1207,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,62,29.529345,-100.922373
3523,41VV1207,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,62,29.529345,-100.922373
3524,41VV1207,Infierno Phase,,,1500 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448v3k4t,62,29.529345,-100.922373
3525,41VV1207,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,62,29.529345,-100.922373
3526,41VV1207,Prehistoric,,,12550 BC,1690 AD,,,62,29.529345,-100.922373
3527,41VV1207,Late Paleoindian,,,8050 BC,6050 BC,,http://n2t.net/ark:/99152/p0m448vm427,62,29.529345,-100.922373
3528,41VV1247,Prehistoric,,,12550 BC,1690 AD,,,1,29.836808,-101.016198
3529,41VV1256,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,1,29.86387,-101.024681
3530,41VV1262,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.84795,-101.03384
3531,41VV129,Prehistoric,,,12550 BC,1690 AD,,,4,29.723169,-101.346881
3532,41VV138,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,1,29.756804,-101.360299
3533,41VV141,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,14,29.686377,-101.315926
3534,41VV156,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,5,29.739852,-101.345667
3535,41VV156,Early Archaic,,7050 BC,6950 BC,4050 BC,3550 BC,http://n2t.net/ark:/99152/p0m448vxj6h,3,29.739852,-101.345667
3536,41VV1601,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,2,29.354836,-100.939756
3537,41VV1601,,Pandale Point,,4050 BC,2750 BC,,,2,29.354836,-100.939756
3538,41VV162,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.733095,-101.393501
3539,41VV162,Prehistoric,,,12550 BC,1690 AD,,,30,29.733095,-101.393501
3540,41VV162,Paleo-Indian period,,,9550 BC,6850 BC,,http://n2t.net/ark:/99152/p07fthdqd8t,2,29.733095,-101.393501
3541,41VV162,Aurora Period,,,12550 BC,9950 BC,,http://n2t.net/ark:/99152/p0m448vg59n,28,29.733095,-101.393501
3542,41VV162,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,28,29.733095,-101.393501
3543,41VV162,Late Archaic,,1200 BC,1050 BC,650 AD,950 AD,http://n2t.net/ark:/99152/p0m448vtqnz,31,29.733095,-101.393501
3544,41VV162,Clear Fork,,,2650 BC,2150 BC,,http://n2t.net/ark:/99152/p0qkjhbf8k8,1,29.733095,-101.393501
3545,41VV1654,Prehistoric,,,12550 BC,1690 AD,,,2,29.362415,-100.763146
3546,41VV167,Eagle Nest Period,,,3550 BC,2150 BC,,http://n2t.net/ark:/99152/p0m448vmgzh,26,29.81296,-101.553404
3547,41VV167,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,4,29.81296,-101.553404
3548,41VV167,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.81296,-101.553404
3549,41VV1688,Prehistoric,,,12550 BC,1690 AD,,,2,29.34771,-100.761523
3550,41VV169,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,12,29.669065,-101.186448
3551,41VV169,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,2,29.669065,-101.186448
3552,41VV1694,,Castroville Point,,1050 BC,550 BC,,,5,29.658407,-100.920888
3553,41VV1694,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,5,29.658407,-100.920888
3554,41VV1694,,Shumla Dart,,1050 BC,250 BC,,,5,29.658407,-100.920888
3555,41VV1697,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,7,29.648671,-100.926518
3556,41VV1697,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,29.648671,-100.926518
3557,41VV1717,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,28,29.552163,-101.017185
3558,41VV1717,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,28,29.552163,-101.017185
3559,41VV1723,Infierno Phase,,,1500 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448v3k4t,48,29.627421,-101.250002
3560,41VV1723,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,44,29.627421,-101.250002
3561,41VV1723,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,44,29.627421,-101.250002
3562,41VV1723,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,44,29.627421,-101.250002
3563,41VV1724,Infierno Phase,,,1500 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448v3k4t,3,29.631638,-101.255052
3564,41VV1724,Prehistoric,,,12550 BC,1690 AD,,,2,29.631638,-101.255052
3565,41VV1743,Prehistoric,,,12550 BC,1690 AD,,,6,29.477363,-100.95346
3566,41VV1752,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,18,29.495311,-100.888468
3567,41VV1768,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.513205,-100.924172
3568,41VV1768,Prehistoric,,,12550 BC,1690 AD,,,2,29.513205,-100.924172
3569,41VV18,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,1,29.651483,-100.922024
3570,41VV18,Middle Archaic Period,,,3599 BC,2299 BC,,http://n2t.net/ark:/99152/p0qkjhb529j,1,29.651483,-100.922024
3571,41VV18,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,1,29.651483,-100.922024
3572,41VV1820,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.382331,-100.89703
3573,41VV1838,Prehistoric,,,12550 BC,1690 AD,,,2,29.571209,-101.213489
3574,41VV187,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,2,29.687454,-101.371146
3575,41VV187,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,1,29.687454,-101.371146
3576,41VV188,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,9,29.459879,-101.060892
3577,41VV188,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,4,29.459879,-101.060892
3578,41VV188,Late Paleoindian,,,8050 BC,6050 BC,,http://n2t.net/ark:/99152/p0m448vm427,1,29.459879,-101.060892
3579,41VV188,Archaic Era,,,6499 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0qkjhbnbq9,4,29.459879,-101.060892
3580,41VV188,Early Archaic,,7050 BC,6950 BC,4050 BC,3550 BC,http://n2t.net/ark:/99152/p0m448vxj6h,4,29.459879,-101.060892
3581,41VV188,Middle Archaic,,4050 BC,3550 BC,1250 BC,1050 BC,http://n2t.net/ark:/99152/p0m448v3gsp,4,29.459879,-101.060892
3582,41VV1892,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,54,30.095913,-100.704869
3583,41VV1892,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,53,30.095913,-100.704869
3584,41VV1892,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,53,30.095913,-100.704869
3585,41VV1892,Prehistoric,,,12550 BC,1690 AD,,,53,30.095913,-100.704869
3586,41VV1892,,Ellis Point,,1850 AD,250 AD,,,53,30.095913,-100.704869
3587,41VV1892,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,53,30.095913,-100.704869
3588,41VV1892,,Ensor Point,,250 BC,550 AD,,,53,30.095913,-100.704869
3589,41VV1893,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,119,30.09297,-100.707059
3590,41VV1893,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,118,30.09297,-100.707059
3591,41VV1893,,Ellis Point,,1850 AD,250 AD,,,118,30.09297,-100.707059
3592,41VV1893,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,118,30.09297,-100.707059
3593,41VV1893,,Pandale Dart,,4050 BC,2750 BC,,,118,30.09297,-100.707059
3594,41VV1893,Middle Archaic Period,,,3599 BC,2299 BC,,http://n2t.net/ark:/99152/p0qkjhb529j,118,30.09297,-100.707059
3595,41VV1893,,Ensor Point,,250 BC,550 AD,,,118,30.09297,-100.707059
3596,41VV1893,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,118,30.09297,-100.707059
3597,41VV1893,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,118,30.09297,-100.707059
3598,41VV1895,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,68,30.062959,-100.726646
3599,41VV1895,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,67,30.062959,-100.726646
3600,41VV1895,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,67,30.062959,-100.726646
3601,41VV1895,,Ensor Point,,250 BC,550 AD,,,67,30.062959,-100.726646
3602,41VV1895,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,67,30.062959,-100.726646
3603,41VV1895,,Ellis Point,,1850 AD,250 AD,,,67,30.062959,-100.726646
3604,41VV1897,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,82,30.039038,-100.734352
3605,41VV1897,Prehistoric,,,12550 BC,1690 AD,,,81,30.039038,-100.734352
3606,41VV1897,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,81,30.039038,-100.734352
3607,41VV1897,Middle Archaic Period,,,3599 BC,2299 BC,,http://n2t.net/ark:/99152/p0qkjhb529j,81,30.039038,-100.734352
3608,41VV1897,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,81,30.039038,-100.734352
3609,41VV1988,Prehistoric,,,12550 BC,1690 AD,,,3,29.432254,-100.86583
3610,41VV1989,Prehistoric,,,12550 BC,1690 AD,,,3,29.436098,-100.87027
3611,41VV1990,Prehistoric,,,12550 BC,1690 AD,,,1,29.443357,-100.878279
3612,41VV1991,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,10,29.700556,-101.314167
3613,41VV1991,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,10,29.700556,-101.314167
3614,41VV1991,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,10,29.700556,-101.314167
3615,41VV1992,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,3,29.345588,-100.944451
3616,41VV201,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.686232,-101.301469
3617,41VV201,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,6,29.686232,-101.301469
3618,41VV2012,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,553,29.436755,-100.870652
3619,41VV2012,,Frio Dart,,250 BC,550 AD,,,553,29.436755,-100.870652
3620,41VV2012,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,553,29.436755,-100.870652
3621,41VV2012,Prehistoric,,,12550 BC,1690 AD,,,553,29.436755,-100.870652
3622,41VV2012,,Langtry Dart,,2550 BC,1050 BC,,,553,29.436755,-100.870652
3623,41VV2012,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,553,29.436755,-100.870652
3624,41VV2012,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,553,29.436755,-100.870652
3625,41VV2013,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,739,29.430942,-100.865032
3626,41VV2013,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,739,29.430942,-100.865032
3627,41VV2013,Prehistoric,,,12550 BC,1690 AD,,,739,29.430942,-100.865032
3628,41VV2013,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,739,29.430942,-100.865032
3629,41VV2013,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,739,29.430942,-100.865032
3630,41VV2013,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,739,29.430942,-100.865032
3631,41VV2013,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,739,29.430942,-100.865032
3632,41VV2013,,Frio Dart,,250 BC,550 AD,,,739,29.430942,-100.865032
3633,41VV2013,,Langtry Dart,,2550 BC,1050 BC,,,739,29.430942,-100.865032
3634,41VV205,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,2,29.774584,-101.618307
3635,41VV207,Middle Archaic,,,2650 BC,300 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,12,29.925169,-101.000034
3636,41VV2079,Prehistoric,,,12550 BC,1690 AD,,,44,29.805151,-101.581918
3637,41VV2079,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,44,29.805151,-101.581918
3638,41VV2079,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,44,29.805151,-101.581918
3639,41VV2079,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,44,29.805151,-101.581918
3640,41VV2079,Early Archaic Period,,,6499 BC,3599 BC,,http://n2t.net/ark:/99152/p0qkjhb4hmc,44,29.805151,-101.581918
3641,41VV209,Late Paleoindian,,,7450 BC,6850 BC,,http://n2t.net/ark:/99152/p0m448vm427,32,29.903207,-100.996804
3642,41VV209,Middle Archaic,,,2650 BC,300 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,32,29.903207,-100.996804
3643,41VV2101,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,1,29.758345,-101.061471
3644,41VV2103,Prehistoric,,,12550 BC,1690 AD,,,5,29.751134,-101.052325
3645,41VV213,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,2,29.985916,-101.105793
3646,41VV213,Late Paleoindian,,,8050 BC,6050 BC,,http://n2t.net/ark:/99152/p0m448vm427,2,29.985916,-101.105793
3647,41VV213,Prehistoric,,,12550 BC,1690 AD,,,8,29.985916,-101.105793
